Account Name,account_name,AccountName,Contact Email,contact_email,Created Date,created_date,Lead Source,lead_source,Opportunity Amount,opportunity_amount,Is Active,is_active,SFDC ID,sfdc_id,Annual Revenue,annual_revenue,Last Activity,Custom Field,Region,Unnamed: 0,,Random Notes,Deal Score,Engagement Level,Num Calls,Time on Page (sec),City,State,Country
Globex,Globex,Wonka,,help@globex.com,,,,Trade Show,Ten Thousand,,True,0,,001B000002,1M,,2025-05-17 19:37:11.168851,"{""type"": ""A"", ""value"": 100}",,459,,,100.0,,8.0,97,,N.Y.,U.S.
,Acme Corp,Globex,,user@,01-01-2020,2022/12/01,,Referral,1000,,yes,True,XYZ-00001,001B000002,"$5,000,000",1000000,Called client,"{""type"": ""B"", ""value"": 200}",US,460,,,10.0,0.49197071356815625,,155,,NY,USA
,Umbrella,Initech,invalid@,missing.com,,2024-10-18 19:35:42.524302,Web,Email Campaign,50000,,True,0,XYZ-00001,001C000003,100000,1000000,2024-08-28 19:37:11.168855,"{""type"": null}",US,461,,,50.0,0.26928850156436845,12.0,269,nyc,N.Y.,USA
Globex,Acme Corp,Initech,contact@acme.com,,,,Partner,Social Media,,,active,,,001B000002,5M,,2024-10-30 19:37:11.168857,"{""type"": ""B"", ""value"": 200}",,462,,N/A,50.0,,5.0,330,San Francisco,California,us
,Globex,,invalid@,help@globex.com,not_a_date,NaT,,,Ten Thousand,25000,True,0,XYZ-00001,001B000002,1M,1000000,Called client,"{""type"": ""A"", ""value"": 100}",United States,463,,,50.0,0.203853669097516,40.0,453,,,U.S.
,Globex,Wonka,invalid@,missing.com,2024-09-29 19:35:42.523029,2023-08-24 19:35:42.524310,,,1000,0,False,False,,,"1,000,000",,Called client,"{""type"": null}",North America,464,,,100.0,0.014404208482367009,,114,San Francisco,NY,United States
,Soylent,Globex,noemail,user@,2025-03-07 19:35:42.523031,,Partner,Referral,,Fifty Thousand,yes,True,abc123,BAD_ID,one million,999999,,N/A,,465,,,50.0,,24.0,65,chicago,NY,
Initech,,Initech,noemail,user@,2025-01-22 19:35:42.523033,2022/12/01,Partner,Referral,Ten Thousand,N/A,yes,1,,001B000002,two million five hundred thousand,1000000,Called client,N/A,,466,,,25.0,0.48205502638171793,35.0,54,,,us
Initech,Umbrella,Wonka,noemail,help@globex.com,not_a_date,,Partner,Email Campaign,50000,Fifty Thousand,no,,,001B000002,100000,999999,2024-09-05 19:37:11.168868,N/A,United States,467,,Valid,75.0,0.913610325101546,34.0,417,nyc,CA,U.S.
,Globex,,invalid@,missing.com,not_a_date,2022/12/01,Phone Inquiry,,,,active,1,abc123,001B000002,One Million,1000000,42,"{""type"": ""B"", ""value"": 200}",United States,468,,,10.0,,,208,New York,NY,U.S.
Globex,Umbrella,Wonka,noemail,missing.com,2025-02-15 19:35:42.523039,2022-11-08 19:35:42.524322,Partner,Trade Show,,25000,,0,001A000001,12345,Not Available,999999,42,,US,469,,,75.0,0.8107625006540591,30.0,445,,N.Y.,U.S.
Globex,Acme Corp,,,missing.com,,NaT,Web,Referral,,0,False,False,001A000001,001B000002,2.5M,999999,2024-05-05,"{""type"": null}",US,470,,Valid,50.0,0.3188753167585612,47.0,500,San Francisco,CA,United States
Initech,,Globex,contact@acme.com,user@,not_a_date,,Web,Email Campaign,,,,0,,001B000002,Not Available,,2024-05-05,"{""type"": ""A"", ""value"": 100}",N.A.,471,,Valid,,,5.0,121,Chicago,Illinois,U.S.
,,,,user@,01-01-2020,NaT,Web,Referral,Ten Thousand,0,active,0,abc123,,N/A,1000000,,"{""type"": ""B"", ""value"": 200}",NA,472,,,100.0,0.8900276625209904,,78,San Francisco,NY,USA
,Acme Corp,Wonka,contact@acme.com,help@globex.com,not_a_date,NaT,,Trade Show,1000,0,yes,False,XYZ-00001,12345,N/A,1000000,Called client,"{""type"": ""B"", ""value"": 200}",,473,,See notes,100.0,0.0849210286858656,22.0,447,,IL,us
Initech,Umbrella,Wonka,noemail,user@,01-01-2020,2025-07-04 19:35:42.524332,Web,Referral,,0,yes,False,XYZ-00001,,N/A,,2025-04-10 19:37:11.168883,"{""type"": ""B"", ""value"": 200}",United States,474,,,10.0,,46.0,86,nyc,N.Y.,United States
Globex,Globex,,invalid@,help@globex.com,01-01-2020,2022-11-10 19:35:42.524335,Partner,Social Media,Ten Thousand,25000,no,1,XYZ-00001,,2500000,,2024-12-18 19:37:11.168885,"{""type"": null}",North America,475,,,10.0,0.42142795932267474,7.0,377,Chicago,CA,USA
Globex,Umbrella,,contact@acme.com,,2025-03-10 19:35:42.523055,NaT,Partner,Referral,Ten Thousand,25000,True,1,,001C000003,,,2024-05-05,,US,476,,Valid,100.0,0.7561896568882888,,473,,CA,USA
Globex,Acme Corp,Initech,noemail,help@globex.com,2025-05-30 19:35:42.523057,2022/12/01,,Social Media,,,False,,001A000001,,5M,1000000,Called client,N/A,N.A.,477,,N/A,25.0,,7.0,78,chicago,NY,USA
Acme Corp,Globex,Globex,noemail,help@globex.com,not_a_date,NaT,Partner,Social Media,,N/A,True,1,001A000001,BAD_ID,1000000.00,,2025-05-27 19:37:11.168892,,North America,478,,,25.0,0.3336542098319405,26.0,170,chicago,California,USA
,,Wonka,invalid@,user@,2024-09-19 19:35:42.523063,,Phone Inquiry,Social Media,50000,N/A,True,,001A000001,,2.5M,999999,42,"{""type"": null}",North America,479,,See notes,50.0,0.831307098971977,37.0,397,,NY,United States
,Acme Corp,,invalid@,help@globex.com,not_a_date,NaT,,Email Campaign,50000,Fifty Thousand,True,False,001A000001,001C000003,One Million,1000000,2024-05-05,"{""type"": ""B"", ""value"": 200}",US,480,,Valid,100.0,,,303,San Francisco,Illinois,United States
Globex,Umbrella,Globex,noemail,help@globex.com,2024-10-15 19:35:42.523071,,Partner,Social Media,,25000,True,,,BAD_ID,5000000,1000000,42,N/A,NA,481,,See notes,100.0,0.17135573457664188,33.0,14,San Francisco,NY,United States
,Globex,Globex,invalid@,,not_a_date,,Phone Inquiry,Email Campaign,50000,N/A,True,0,XYZ-00001,001B000002,N/A,,42,"{""type"": ""B"", ""value"": 200}",North America,482,,N/A,25.0,0.42026065681189484,21.0,335,Chicago,N.Y.,us
Globex,Acme Corp,Globex,invalid@,,2024-12-07 19:35:42.523078,2022/12/01,Web,Social Media,,Fifty Thousand,False,1,,BAD_ID,1M,,Called client,N/A,North America,483,,See notes,,,44.0,417,,California,us
,Globex,Globex,contact@acme.com,missing.com,2024-11-16 19:35:42.523082,2022/12/01,Phone Inquiry,Email Campaign,1000,25000,no,0,abc123,001B000002,1M,,Called client,N/A,United States,484,,Valid,,0.5243438763538185,,48,nyc,,USA
,Soylent,,noemail,help@globex.com,01-01-2020,,,Trade Show,,Fifty Thousand,,0,abc123,001B000002,100000,,Called client,"{""type"": null}",US,485,,,,0.9846286293846398,50.0,394,New York,N.Y.,USA
,Soylent,Wonka,invalid@,user@,not_a_date,2022/12/01,Phone Inquiry,Trade Show,Ten Thousand,Fifty Thousand,active,False,abc123,001B000002,"$5,000,000",1000000,Called client,N/A,N.A.,486,,,75.0,,21.0,493,Chicago,NY,USA
Acme Corp,Acme Corp,,,user@,,2023-11-18 19:35:42.524363,,Referral,,25000,,True,,001B000002,"$5,000,000",1000000,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,487,,N/A,75.0,0.9749232363763685,13.0,59,chicago,IL,
Globex,Soylent,Wonka,contact@acme.com,missing.com,not_a_date,NaT,Phone Inquiry,Email Campaign,Ten Thousand,0,no,,,001B000002,two million five hundred thousand,,,,US,488,,N/A,100.0,0.871012738990196,,351,chicago,NY,United States
Acme Corp,Globex,Globex,,help@globex.com,,2022/12/01,,Trade Show,50000,Fifty Thousand,,True,,001B000002,100000,999999,42,"{""type"": null}",North America,489,,,75.0,,3.0,139,New York,CA,us
Globex,Acme Corp,Initech,noemail,help@globex.com,2025-05-24 19:35:42.523097,2023-04-18 19:35:42.524374,Phone Inquiry,Social Media,1000,0,False,1,XYZ-00001,001B000002,one million,999999,,"{""type"": ""A"", ""value"": 100}",United States,490,,Valid,,0.543196583074212,50.0,199,San Francisco,IL,
Acme Corp,Acme Corp,Wonka,noemail,user@,,2022/12/01,Phone Inquiry,Trade Show,50000,25000,yes,True,001A000001,001C000003,"$1,000,000",1000000,Called client,"{""type"": null}",United States,491,,See notes,10.0,0.928004163737191,12.0,156,nyc,,United States
,Globex,,,user@,01-01-2020,,Phone Inquiry,,Ten Thousand,,no,False,XYZ-00001,,1M,999999,42,"{""type"": ""B"", ""value"": 200}",North America,492,,,,,,112,,IL,United States
,Acme Corp,Globex,contact@acme.com,missing.com,2024-10-21 19:35:42.523103,2024-01-28 19:35:42.524385,,Email Campaign,Ten Thousand,0,no,,001A000001,BAD_ID,1M,1000000,42,N/A,,493,,,75.0,0.5726609206570191,32.0,498,Chicago,N.Y.,USA
Globex,Acme Corp,Initech,,missing.com,,,Web,,Ten Thousand,N/A,yes,0,,,,999999,42,N/A,N.A.,494,,N/A,10.0,0.5537502871022155,36.0,237,,NY,USA
Acme Corp,Globex,,contact@acme.com,user@,01-01-2020,NaT,,Social Media,,0,True,0,001A000001,12345,5M,1000000,,N/A,North America,495,,N/A,75.0,,18.0,114,New York,CA,
,Acme Corp,Wonka,noemail,,not_a_date,2022/12/01,Web,Referral,,25000,no,False,,001B000002,1000000,1000000,2025-04-29 19:37:11.168931,N/A,N.A.,496,,,50.0,0.9550924621352527,,272,San Francisco,,U.S.
Initech,,,,user@,2025-04-14 19:35:42.523112,2022/12/01,Phone Inquiry,,1000,0,True,1,abc123,12345,,1000000,42,"{""type"": ""B"", ""value"": 200}",NA,497,,,,0.2629513049519324,37.0,205,,Illinois,
,,Globex,noemail,missing.com,,2022/12/01,Partner,Social Media,50000,N/A,active,0,,001C000003,,,Called client,N/A,US,498,,,50.0,,3.0,210,New York,CA,USA
Initech,Umbrella,Globex,contact@acme.com,help@globex.com,not_a_date,NaT,Partner,Social Media,Ten Thousand,25000,True,True,abc123,001B000002,100000,999999,,"{""type"": ""B"", ""value"": 200}",,499,,,75.0,0.34433627154345625,20.0,449,nyc,,U.S.
